tweet_id,thread_id,author_id,created_at,text,context_json,historical_reply,sampling_stratum,suggested_intent,suggested_intent_reason,suggested_escalate,suggested_escalation_reason,suggested_escalation_explanation,suggested_reply_should_include,suggested_reply_must_not_claim,suggested_by_model,intent,escalate,escalation_reason,reply_should_include,reply_must_not_claim,annotator_notes,annotation_method,human_verified
1157911,1157911,392383,Sat Nov 25 18:29:16 +0000 2017,@SpotifyCares I get charged each month but the accounts I log into say I'm not on premium. I need help,[],"@392383 Hey Margo, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /CO",representative,payments_refunds,Charged but no premium access.,false,none,Billing and account status mismatch.,Request account email for review.,Immediate refund promise.,qwen/qwen3.6-27b,payments_refunds,true,billing_or_refund,Acknowledge the recurring charge issue and direct the customer to DM with account details for billing investigation.,Do not promise a refund or claim the Premium status will be restored without verification.,Recurring charges without Premium access indicate an account-specific billing issue requiring investigation.,ai_assisted_human_verified,true
93887,93884,789129,Mon Nov 27 14:28:44 +0000 2017,"@115888 How long will this offer last for? I have free Apple Music until the end of January, but I’m really considering switching hung back over.","[{""tweet_id"": ""93884"", ""author_id"": ""115888"", ""inbound"": true, ""text"": ""3 months of Premium is just 99p. Play music offline wherever you go. https://t.co/Xh1lRRX8rq""}]",@789129 Hey there! The deals that we currently offer are available until the 31st of December 2017. You can grab them at https://t.co/08kG2GBNp5. Let us know if you have further questions 🙂 /MA,representative,plan_management_eligibility,Asking about offer duration and switching plans.,false,none,Clear question about promotional offer validity.,Offer end date and sign-up link.,Guarantee indefinite availability of the offer.,qwen/qwen3.6-27b,plan_management_eligibility,false,none,Offer end date and sign-up link.,Guarantee indefinite availability of the offer.,Accepted Groq suggestion,ai_assisted_human_verified,true
597352,597352,261633,Sun Dec 03 10:45:17 +0000 2017,@115888 how do I sign up for the annual £99 offer that flashed up on my phone yesterday?,[],"@261633 Hi there! You can check out our Spotify Yearly discount - 12 months for the price of 10 at https://t.co/LHTUu8url7. Any questions, just give us a shout /NJ",representative,plan_management_eligibility,Inquiring about signing up for annual discount.,false,none,Standard inquiry about plan subscription process.,Link to yearly discount page.,Promise immediate activation without verification.,qwen/qwen3.6-27b,plan_management_eligibility,false,none,Link to yearly discount page.,Promise immediate activation without verification.,Accepted Groq suggestion,ai_assisted_human_verified,true
2916559,2916559,807277,Tue Nov 28 23:22:04 +0000 2017,I just wanna knowwwww @115888 is @118062 #repuatation album coming soooonn??? Never orrrr just singles 🧐,[],"@807277 Hey Shantelle, we’ll have it available to you as soon as it’s available to us! For now, check out the singles: https://t.co/3h0TnPWP0c /KL",representative,content_availability_metadata,Asking about album release date and availability.,false,none,General question about content release schedule.,Statement on release timing and current singles.,Confirm exact release date if unknown.,qwen/qwen3.6-27b,content_availability_metadata,false,none,Statement on release timing and current singles.,Confirm exact release date if unknown.,Accepted Groq suggestion,ai_assisted_human_verified,true
599478,599478,262212,Sun Dec 03 12:11:44 +0000 2017,"@122609 @SpotifyCares using android Auto, I can no longer skip back to the beginning of a song. The back button takes me to the previous track. Any ideas why please?",[],"@262212 Hey there! Help's here. Can you let us know the device, Android, and app version you're running? We'll see what we can suggest /PB",representative,app_device_features,Issue with Android Auto playback controls.,false,none,Technical issue with specific device integration.,Request for device and app version details.,Guarantee immediate fix without further diagnostics.,qwen/qwen3.6-27b,app_device_features,false,none,Request for device and app version details.,Guarantee immediate fix without further diagnostics.,Accepted Groq suggestion,ai_assisted_human_verified,true
2910955,2910955,805856,Tue Nov 28 20:20:38 +0000 2017,"@117153 Can't reproduce any songs on webplayer. Tried log out, clear cookies, cache, nothing.",[],@805856 Hey Diego! Can you try using an incognito window or a different browser to see if it helps? Let us know how it goes /NS,challenge_rare,playback_connectivity,Unable to play songs on web player.,false,none,Playback failure after standard troubleshooting steps.,Suggestion to try incognito or different browser.,Assume server-side outage without evidence.,qwen/qwen3.6-27b,playback_connectivity,false,none,Suggestion to try incognito or different browser.,Assume server-side outage without evidence.,Accepted Groq suggestion,ai_assisted_human_verified,true
2920775,2920775,808373,Tue Nov 28 21:29:39 +0000 2017,Does anyone know why @115888 isn't working?,[],"@808373 Hey Rebecca! We had a little hiccup backstage, but it should be working now. We're here if you need us /CE",challenge_short,playback_connectivity,User reports service not working.,false,none,Resolved by historical reply.,Confirm service status.,Service is permanently broken.,qwen/qwen3.6-27b,playback_connectivity,false,none,Confirm service status.,Service is permanently broken.,Accepted Groq suggestion,ai_assisted_human_verified,true
677748,677748,281687,Thu Nov 23 05:09:21 +0000 2017,@115888 hello when will @118062 's new album be put on Spotify? I'm poor,[],@281687 Hey Olivia! We've just replied to your DM. Let's continue chatting there /JL,challenge_rare,content_availability_metadata,Asking about album release date.,false,none,Standard content inquiry.,Direct to DMs.,Guarantee specific release date.,qwen/qwen3.6-27b,content_availability_metadata,false,none,Direct to DMs.,Guarantee specific release date.,Accepted Groq suggestion,ai_assisted_human_verified,true
586359,586359,258465,Sun Dec 03 07:08:03 +0000 2017,"@118266 kak, kok tiba2 ada yang nyetel lagu pas saya lagi nyetel lagu juga.. padahal saya cuma sign in di satu device saja https://t.co/ZJFQyCGqMh",[],"@258465 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /DV",representative,playback_connectivity,Unexpected playback on single device.,false,none,Language barrier handled.,Offer English support.,Ignore language preference.,qwen/qwen3.6-27b,account_access_security,true,account_or_security_action,Acknowledge the unexpected playback and direct the customer to DM for account security assistance.,Do not claim that the account has been compromised without verification.,"Customer reports unexpected simultaneous playback despite signing in on only one device, suggesting a possible account access issue.",ai_assisted_human_verified,true
2851476,2851477,792832,Mon Nov 27 19:43:40 +0000 2017,@SpotifyCares Do you see how red my forehead is from facepalming? DO YOU??!? =/,"[{""tweet_id"": ""2851477"", ""author_id"": ""792832"", ""inbound"": true, ""text"": ""Thanks for adding the ❤️ and 🚫 buttons, @SpotifyCares.\n\nI just ❤️ed that song w/ the kazoo as its lead instrument. =)\n\nhttps://t.co/BCPNB6ir7U""}, {""tweet_id"": ""2851475"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@792832 You're welcome! Give us a shout if there's anything else we can do for you. We'll be... https://t.co/AiEGsVLjXp /DV""}]","@792832 Hey! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /MT",representative,app_device_features,Issue with liking songs feature.,false,none,Context clarifies feature bug.,Ask for device details.,Feature is broken globally.,qwen/qwen3.6-27b,app_device_features,false,none,Ask for device details.,Feature is broken globally.,Accepted Groq suggestion,ai_assisted_human_verified,true
2985574,2985574,823245,Thu Nov 30 06:51:31 +0000 2017,"@SpotifyCares I cannot find the email address linked to my premium account and nor do I have the password, is there anything you could do?",[],"@823245 Hey Ilia, help's arrived! Can you DM us any usernames or email addresses you might've used to create your account? We'll take a look behind the scenes /LS https://t.co/ldFdZRiNAt",challenge_sensitive,account_access_security,Lost email and password access.,true,account_or_security_action,Requires identity verification steps.,Request account identifiers.,Reset password without verification.,qwen/qwen3.6-27b,account_access_security,true,account_or_security_action,Request account identifiers.,Reset password without verification.,Accepted Groq suggestion,ai_assisted_human_verified,true
2920789,2920789,184736,Tue Nov 28 21:29:15 +0000 2017,Hey @115888 your app isn’t working.,[],@184736 Hey Ryan! Everything should be running smoothly now. Let us know if you're still getting issues /GS,challenge_short,app_device_features,App not working indicates technical issue.,false,none,"General app issue, no sensitive data.",Troubleshooting steps for app issues.,App is permanently broken.,qwen/qwen3.6-27b,app_device_features,false,none,Troubleshooting steps for app issues.,App is permanently broken.,Accepted Groq suggestion,ai_assisted_human_verified,true
2066481,2066481,611099,Sun Nov 26 11:59:17 +0000 2017,@116130 why does my spotify delete all of my saved music whenever it feels like it? It's so frustrating ;-;,[],"@611099 Sorry to hear that, Tom! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /KM",representative,playback_connectivity,Issue with saved music deletion.,false,none,Common playback/download issue.,Link to download troubleshooting guide.,Music was deleted maliciously.,qwen/qwen3.6-27b,content_availability_metadata,false,none,Acknowledge that saved music is disappearing and provide relevant troubleshooting for missing saved music.,Do not claim the music was maliciously deleted or guarantee immediate restoration.,Customer reports saved music disappearing; this concerns missing library content rather than playback or connectivity.,ai_assisted_human_verified,true
649889,649889,274494,Wed Nov 22 19:51:03 +0000 2017,Umm.... @29781 &amp; @115888 how you gonna just delete songs like I don’t already have them memorized? 🤔,[],@274494 Hey Rachel! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /MX,challenge_rare,content_availability_metadata,Complaint about songs being deleted.,false,none,Standard licensing availability issue.,Explanation of licensing changes.,Songs will never return.,qwen/qwen3.6-27b,content_availability_metadata,false,none,Explanation of licensing changes.,Songs will never return.,Accepted Groq suggestion,ai_assisted_human_verified,true
628113,628113,268783,Wed Nov 22 11:12:08 +0000 2017,Hi @118266 untuk promo 3 bulan 49.900 berlaku untuk yg sdh pernah pakai premium gak ya? Atau utk pelanggan baru saja?,[],@268783 Hi again! We hope you don't mind us replying in English. Can you DM us your account's email address or username? We'll take a look backstage /JE https://t.co/ldFdZRiNAt,challenge_rare,plan_management_eligibility,Question about promo eligibility.,false,none,Standard plan eligibility query.,Clarification on promo terms.,Promo applies to everyone.,qwen/qwen3.6-27b,plan_management_eligibility,false,none,Clarification on promo terms.,Promo applies to everyone.,Accepted Groq suggestion,ai_assisted_human_verified,true
704784,704784,288440,Thu Nov 23 17:28:07 +0000 2017,"Thanks @115888 for adding a pay to remove feature where they suggest songs in the middle of your playlist. Glad to hear a song very clearly saying the word ""bitch"" in the middle of my CHRISTMAS playlist. My kid heard it. You're not @129941 for a reason.",[],"@288440 Hey Becky! We didn't mean to cause any offense. To reduce the number of Suggested Tracks you get, try adding more artists into your playlists. We'll pass the feedback on to the right people /MX",representative,feedback_other,Complaint about suggested tracks.,false,none,User feedback on feature behavior.,Tips to reduce suggestions.,Feature will be removed.,qwen/qwen3.6-27b,feedback_other,false,none,Tips to reduce suggestions.,Feature will be removed.,Accepted Groq suggestion,ai_assisted_human_verified,true
1842982,1842982,552254,Sat Nov 25 13:49:22 +0000 2017,"alam mo kung taghirap na kung di mo na pinapatawad yung promos, pero bakit ganun ngayon sa spotify T.T",[],"@552254 Hey! We can help out in English via Twitter. If you have any questions, just let us know 🙂 /CG",challenge_rare,feedback_other,General complaint about promo policies.,true,unsupported_language,"Message is in Tagalog, not English.",Offer English support via DM.,Resolve issue in Tagalog publicly.,qwen/qwen3.6-27b,feedback_other,true,unsupported_language,Offer English support via DM.,Resolve issue in Tagalog publicly.,Accepted Groq suggestion,ai_assisted_human_verified,true
2763002,2763002,772949,Sun Nov 26 13:47:38 +0000 2017,@SpotifyCares Spotify I cancelled my premium account with you a few months back yet you have continued to charge me. Please confirm - username is mazowiecki,[],@772949 Hi Rohini! We've just sent you a bit more info over DM. We'll carry on helping out there /DD,challenge_rare,payments_refunds,Unauthorized charges after cancellation.,true,billing_or_refund,Requires investigation of billing history.,Request account details via DM.,Refund amount without verification.,qwen/qwen3.6-27b,payments_refunds,true,billing_or_refund,Request account details via DM.,Refund amount without verification.,Accepted Groq suggestion,ai_assisted_human_verified,true
1842975,1842975,552252,Sat Nov 25 21:05:17 +0000 2017,Hey @115888 @117168 how do I change my account from a regular account to a student account? I’ve been a student for about 4 months and I haven’t had any help with this.,[],@552252 Hi there! Could you DM us your account's email address? We'll take a look backstage /AU https://t.co/ldFdZRiNAt,representative,plan_management_eligibility,Request to switch to Student plan.,false,none,Standard plan change inquiry.,Link to student verification process.,Guarantee immediate plan switch.,qwen/qwen3.6-27b,plan_management_eligibility,false,none,Link to student verification process.,Guarantee immediate plan switch.,Accepted Groq suggestion,ai_assisted_human_verified,true
149372,149372,150038,Fri Nov 24 13:37:35 +0000 2017,@115888 how do you cancel.  Oh Spotify tells you how but doesnt supply an easy way.  #rippedoffbyspotify,[],@150038 Hey there! Can you DM us your account's email address or username? We'll take a look backstage /TJ https://t.co/ldFdZRiNAt,representative,plan_management_eligibility,Inquiry about cancelling subscription.,false,none,Standard cancellation request.,Instructions to cancel via account.,Cancel account directly via Twitter.,qwen/qwen3.6-27b,plan_management_eligibility,false,none,Instructions to cancel via account.,Cancel account directly via Twitter.,Accepted Groq suggestion,ai_assisted_human_verified,true
2913904,2913904,656011,Tue Nov 28 20:39:30 +0000 2017,@115888 what's goin on with the app yo?,[],"@656011 Hey. We had a little hiccup earlier, but everything should be running as smooth as Smooth Jazz now! /JE",representative,app_device_features,General app functionality inquiry.,false,none,Resolved by historical reply.,Confirm service status is normal.,Specific technical details without logs.,qwen/qwen3.6-27b,app_device_features,false,none,Confirm service status is normal.,Specific technical details without logs.,Accepted Groq suggestion,ai_assisted_human_verified,true
519895,519895,239985,Fri Dec 01 23:10:03 +0000 2017,"@SpotifyCares Hey how long should we wait to expect a response for a payment issue? Also, thank u Spotify u rock",[],@239985 Hi! We've just sent you a bit more info over DM. We'll carry on helping out there /JQ,representative,payments_refunds,User asks about payment issue response time.,false,none,"General inquiry, already handled via DM.","Acknowledge thanks, confirm DM follow-up.",Specific resolution timeline for payment.,qwen/qwen3.6-27b,payments_refunds,false,none,"Acknowledge thanks, confirm DM follow-up.",Specific resolution timeline for payment.,Accepted Groq suggestion,ai_assisted_human_verified,true
504291,504291,235577,Fri Dec 01 18:17:53 +0000 2017,"Would love to take advantage of the $99/year offer, but can't get it to work. Facing the issue on both desktop and mobile web. @SpotifyCares https://t.co/bmlujYn3pk",[],@235577 Hi Elizabeth! Help's arrived. Can you DM us your account's email address? We'll take a look under the hood /CP https://t.co/ldFdZRiNAt,representative,plan_management_eligibility,User cannot access annual subscription offer.,false,none,Standard troubleshooting for plan enrollment.,Request account email for investigation.,Guarantee offer availability immediately.,qwen/qwen3.6-27b,plan_management_eligibility,true,low_evidence,Acknowledge the offer issue and direct the customer to DM with account details for investigation.,Do not guarantee the offer is available or promise immediate activation.,"The yearly offer fails across desktop and mobile web, requiring account-specific investigation.",ai_assisted_human_verified,true
2910945,2910946,805852,Wed Nov 29 04:22:52 +0000 2017,"@SpotifyCares Thanks For The Info..
I already Signed in..","[{""tweet_id"": ""2910946"", ""author_id"": ""805852"", ""inbound"": true, ""text"": ""@151631 Hi When @115888 Music Will Be Available In India🇮🇳?? Waiting For It..""}, {""tweet_id"": ""2910944"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@805852 Hi Amal! We're afraid we don't have any specific info to share. Who knows; maybe in the future, right? For now, we'd suggest signing up here to be first to hear: https://t.co/XDwWzj7cLP /JE""}]",@805852 Great! Hopefully Spotify becomes available in India soon! Let us know if you need anything else /NS,representative,content_availability_metadata,Follow-up on regional availability inquiry.,false,none,"User confirms action, no new issue.","Polite closing, no further action needed.",Specific launch date for India.,qwen/qwen3.6-27b,content_availability_metadata,false,none,"Polite closing, no further action needed.",Specific launch date for India.,Accepted Groq suggestion,ai_assisted_human_verified,true
2908683,2908683,805342,Tue Nov 28 20:26:39 +0000 2017,@117153 you down? Can’t search or do anything that’s not already downloaded. iPhone 6.,[],@805342 Hey Graeme! That doesn't sound right. What iOS and Spotify versions are you using? Are you getting any error messages? A screenshot of the issue would also help. We'll see what we can suggest /LP,representative,playback_connectivity,Search and app functionality failures.,false,none,Requires standard technical troubleshooting steps.,Ask for iOS and app versions.,Service is currently down globally.,qwen/qwen3.6-27b,playback_connectivity,false,none,Ask for iOS and app versions.,Service is currently down globally.,Accepted Groq suggestion,ai_assisted_human_verified,true
570523,570523,253956,Sat Dec 02 21:30:56 +0000 2017,"@115888 Hey, I’m curious if you have any plans to implement touch swipe features to go back etc. on the macOS desktop app? would 💚 it",[],@253956 Hey there! You can help make a similar idea happen by adding your vote at https://t.co/IjCHrDYdEw. Let us know if there's anything else /AP,challenge_rare,app_device_features,Feature request for macOS desktop app.,false,none,"Standard feedback, no urgent action.",Link to community feedback page.,Feature will be implemented soon.,qwen/qwen3.6-27b,app_device_features,false,none,Link to community feedback page.,Feature will be implemented soon.,Accepted Groq suggestion,ai_assisted_human_verified,true
2919353,2919356,808028,Wed Nov 29 09:11:17 +0000 2017,@SpotifyCares thanks I noticed when I tried it later on in the evening,"[{""tweet_id"": ""2919356"", ""author_id"": ""808029"", ""inbound"": true, ""text"": ""Anyone else having issues with their @115888 account? I cannot access anything on my mobile device.""}, {""tweet_id"": ""2919354"", ""author_id"": ""808028"", ""inbound"": true, ""text"": ""@808029 @115888 Every other album not loading....""}, {""tweet_id"": ""2919352"", ""author_id"": ""SpotifyCares"", ""inbound"": false, ""text"": ""@808028 Hi Mark, thanks for bearing with us. Spotify should be working perfectly again! /CE""}]",@808028 Awesome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv 🙂 /BP,representative,playback_connectivity,User confirms previous playback issue resolved.,false,none,"Issue resolved, no further action needed.","Glad it works, offer future help.",Guarantee permanent fix without evidence.,qwen/qwen3.6-27b,playback_connectivity,false,none,"Glad it works, offer future help.",Guarantee permanent fix without evidence.,Accepted Groq suggestion,ai_assisted_human_verified,true
2861,2862,116380,Fri Nov 24 02:31:16 +0000 2017,"@116382 Booooourns. @SpotifyCares, could you please help out with this one?","[{""tweet_id"": ""2862"", ""author_id"": ""116382"", ""inbound"": true, ""text"": ""Hey @116380 you linked the wrong LDRU on his collab with Nicole Millar xx https://t.co/cLsl3vPgtu""}]",@116380 @116382 Hey there! We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /MJ,representative,content_availability_metadata,Report of incorrect link/metadata on track.,false,none,"Standard metadata report, no security risk.","Acknowledge report, confirm investigation steps.",Promise immediate fix or specific timeline.,qwen/qwen3.6-27b,content_availability_metadata,false,none,"Acknowledge report, confirm investigation steps.",Promise immediate fix or specific timeline.,Accepted Groq suggestion,ai_assisted_human_verified,true
93960,93960,136371,Thu Nov 30 14:35:36 +0000 2017,@115888 are you guys having issues with random pausing? It’s seriously frustrating 😐,[],"@136371 Hey Elias, that doesn't sound right. What device, operating system, and version of Spotify is this happening on? We'll lend a hand /SY",representative,playback_connectivity,User reports random pausing playback issue.,false,none,"Common technical issue, requires troubleshooting.","Ask for device, OS, app version.",Assume specific cause without details.,qwen/qwen3.6-27b,playback_connectivity,false,none,"Ask for device, OS, app version.",Assume specific cause without details.,Accepted Groq suggestion,ai_assisted_human_verified,true
784811,784811,307278,Thu Nov 30 21:58:30 +0000 2017,"@SpotifyCares hey, is it possible to select multiple songs at once?",[],"@307278 Hey there! Could you let us know your device's make/model, operating system, and Spotify version? We'll see what we can suggest /GU",challenge_rare,app_device_features,Question about multi-select feature availability.,false,none,"Feature inquiry, no security or billing risk.",Clarify feature support per device.,Feature exists if unsupported on device.,qwen/qwen3.6-27b,app_device_features,false,none,Clarify feature support per device.,Feature exists if unsupported on device.,Accepted Groq suggestion,ai_assisted_human_verified,true
149359,149359,150033,Fri Nov 24 10:46:10 +0000 2017,Dear @115888 I’d really appreciate if you will also release the #MicDropRemix without Desiigner. Kthanks.,[],"@150033 Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa. Let us know if you have any other questions /NY",representative,content_availability_metadata,Request for specific track version release.,false,none,"Content request, no urgent security or billing.",Direct to content availability info.,Promise release of unreleased content.,qwen/qwen3.6-27b,content_availability_metadata,false,none,Direct to content availability info.,Promise release of unreleased content.,Accepted Groq suggestion,ai_assisted_human_verified,true
